state,party,year
Vermont,Republican,1870
Minnesota,Republican,1870
Minnesota,Republican,1871
Minnesota,Republican,1872
Minnesota,Republican,1873
Minnesota,Republican,1874
Texas,Republican,1870
Texas,Republican,1871
Texas,Republican,1872
Texas,Republican,1873
Texas,Republican,1874
Vermont,Republican,1869
Vermont,Republican,1870
Virginia,Republican,1869
Virginia,Republican,1870
Virginia,Republican,1871
Virginia,Republican,1872
Virginia,Republican,1873
Virginia,Republican,1874
New Hampshire,Republican,1869
New Hampshire,Republican,1870
New Hampshire,Republican,1871
Rhode Island,Republican,1869
Rhode Island,Republican,1870
Rhode Island,Republican,1871
Rhode Island,Republican,1872
Rhode Island,Republican,1873
West Virginia,Republican,1869
West Virginia,Republican,1870
West Virginia,Republican,1871
West Virginia,Republican,1869
Tennessee,Republican/Whig,1869
Tennessee,Republican/Whig,1870
Tennessee,Republican/Whig,1871
New Jersey,Democratic,1869
New Jersey,Democratic,1870
New Jersey,Democratic,1871
New Jersey,Democratic,1872
Maryland,Democrat,1869
Maryland,Democrat,1870
Maryland,Democrat,1871
Maryland,Democrat,1872
Missouri,Republican,1869
Missouri,Republican,1870
Missouri,Republican,1871
Kansas,Republican,1869
Kansas,Republican,1870
Kansas,Republican,1871
Kansas,Republican,1872
Kansas,Republican,1873
Illinois,"Republican, Democrat",1869
Illinois,"Republican, Democrat",1870
Illinois,"Republican, Democrat",1871
Illinois,"Republican, Democrat",1872
Illinois,"Republican, Democrat",1873
Massachusetts,Republican,1869
Massachusetts,Republican,1870
Massachusetts,Republican,1871
Massachusetts,Republican,1872
Michigan,Republican,1869
Michigan,Republican,1870
Michigan,Republican,1871
Michigan,Republican,1872
Michigan,Republican,1873
New York,Democratic,1869
New York,Democratic,1870
New York,Democratic,1871
New York,Democratic,1872
New York,Democratic,1873
Kansas,Republican,1868
Kansas,Republican,1869
Alabama,Republican,1868
Alabama,Republican,1869
Alabama,Republican,1870
Louisiana,Republican,1868
Louisiana,Republican,1869
Louisiana,Republican,1870
Louisiana,Republican,1871
Louisiana,Republican,1872
South Carolina,Republican,1868
South Carolina,Republican,1869
South Carolina,Republican,1870
South Carolina,Republican,1871
South Carolina,Republican,1872
South Carolina,,1868
Georgia,Republican,1868
Georgia,Republican,1869
Georgia,Republican,1870
Georgia,Republican,1871
Florida,Republican,1868
Florida,Republican,1869
Florida,Republican,1870
Florida,Republican,1871
Florida,Republican,1872
Florida,Republican,1873
Arkansas,Republican,1868
Arkansas,Republican,1869
Arkansas,Republican,1870
Arkansas,Republican,1871
North Carolina,Republican,1868
North Carolina,Republican,1869
North Carolina,Republican,1870
North Carolina,Republican,1865
Virginia,Republican,1868
Virginia,Republican,1869
Iowa,republican,1868
Iowa,republican,1869
Iowa,republican,1870
Iowa,republican,1871
Iowa,republican,1872
Georgia,Military,1868
Louisiana,Democrat/Unionist,1868
California,"Republican, Democrat",1867
California,"Republican, Democrat",1868
California,"Republican, Democrat",1869
California,"Republican, Democrat",1870
California,"Republican, Democrat",1871
Vermont,Republican,1867
Vermont,Republican,1868
Vermont,Republican,1869
Kentucky,Democratic,1867
Kentucky,Democratic,1868
Kentucky,Democratic,1869
Kentucky,Democratic,1870
Kentucky,Democratic,1871
Kentucky,Whig,1867
Kentucky,Whig,1850
Kentucky,Whig,1851
Texas,Republican,1867
Texas,Republican,1868
Texas,Republican,1869
Texas,Republican,1853
Texas,Republican,1854
Texas,Republican,1855
Texas,Republican,1856
Texas,Republican,1857
New Hampshire,Republican,1867
New Hampshire,Republican,1868
New Hampshire,Republican,1869
Louisiana,Republican,1867
Louisiana,Republican,1868
Nebraska,Republican,1867
Nebraska,Republican,1868
Nebraska,Republican,1869
Nebraska,Republican,1870
Nebraska,Republican,1871
Indiana,Republican,1867
Indiana,Republican,1868
Indiana,Republican,1869
Indiana,Republican,1870
Indiana,Republican,1871
Indiana,Republican,1872
Indiana,Republican,1873
Pennsylvania,Republican,1867
Pennsylvania,Republican,1868
Pennsylvania,Republican,1869
Pennsylvania,Republican,1870
Pennsylvania,Republican,1871
Pennsylvania,Republican,1872
Pennsylvania,Republican,1873
Maine,Republican,1867
Maine,Republican,1868
Maine,Republican,1869
Maine,Republican,1870
Maine,Republican,1871
Oregon,Republican,1866
Oregon,Republican,1867
Oregon,Republican,1868
Oregon,Republican,1869
Oregon,Republican,1870
Texas,Conservative,1866
Texas,Conservative,1867
Rhode Island,Republican,1866
Rhode Island,Republican,1867
Rhode Island,Republican,1868
Rhode Island,Republican,1869
Connecticut,Republican,1866
Connecticut,Republican,1867
New Jersey,Republican,1866
New Jersey,Republican,1867
New Jersey,Republican,1868
New Jersey,Republican,1869
Maryland,American; Unionist; Democrat,1866
Maryland,American; Unionist; Democrat,1867
Maryland,American; Unionist; Democrat,1868
Maryland,American; Unionist; Democrat,1869
Minnesota,Republican,1866
Minnesota,Republican,1867
Minnesota,Republican,1868
Minnesota,Republican,1869
Minnesota,Republican,1870
Ohio,Republican,1866
Ohio,Republican,1867
Ohio,Republican,1868
Massachusetts,"Whig, Republican",1866
Massachusetts,"Whig, Republican",1867
Massachusetts,"Whig, Republican",1868
Massachusetts,"Whig, Republican",1869
Wisconsin,Republican,1866
Wisconsin,Republican,1867
Wisconsin,Republican,1868
Wisconsin,Republican,1869
Wisconsin,Republican,1870
Wisconsin,Republican,1871
Wisconsin,Republican,1872
Florida,Democrat,1865
Florida,Democrat,1866
Florida,Democrat,1867
Florida,Democrat,1868
North Carolina,Democratic,1865
North Carolina,Democratic,1866
North Carolina,Democratic,1867
North Carolina,Democratic,1868
Georgia,Union Democrat,1865
Georgia,Union Democrat,1866
Georgia,Union Democrat,1867
Georgia,Union Democrat,1868
Alabama,"Whig, Republican",1865
Alabama,"Whig, Republican",1866
Alabama,"Whig, Republican",1867
Alabama,"Whig, Republican",1868
South Carolina,Conservative,1865
South Carolina,Conservative,1866
South Carolina,Conservative,1867
South Carolina,Conservative,1868
Mississippi,Democratic,1865
Mississippi,Democratic,1866
Mississippi,Democratic,1867
Mississippi,Democratic,1868
Ohio,Union,1865
Ohio,Union,1866
Florida,Provisional,1865
South Carolina,Democrat,1865
Alabama,Democrat,1865
Mississippi,Professional,1865
Georgia,Democrat,1865
Texas,Conservative Republican,1865
Texas,Conservative Republican,1866
Texas,Democrat,1865
New Hampshire,Republican,1865
New Hampshire,Republican,1866
New Hampshire,Republican,1867
Tennessee,Whig/Know-Nothing,1865
Tennessee,Whig/Know-Nothing,1866
Tennessee,Whig/Know-Nothing,1867
Tennessee,Whig/Know-Nothing,1868
Tennessee,Whig/Know-Nothing,1869
Florida,Democrat,1865
Louisiana,Republican,1865
Louisiana,Republican,1866
Louisiana,Republican,1867
Tennessee,Democrat/Opposition Party,1865
Delaware,Democrat,1865
Delaware,Democrat,1866
Delaware,Democrat,1867
Delaware,Democrat,1868
Delaware,Democrat,1869
Delaware,Democrat,1870
Delaware,Democrat,1871
Kansas,Republican,1865
Kansas,Republican,1866
Kansas,Republican,1867
Kansas,Republican,1868
Michigan,Republican,1865
Michigan,Republican,1866
Michigan,Republican,1867
Michigan,Republican,1868
Michigan,Republican,1869
Missouri,Republican,1865
Missouri,Republican,1866
Missouri,Republican,1867
Missouri,Republican,1868
Missouri,Republican,1869
New York,Union,1865
New York,Union,1866
New York,Union,1867
New York,Union,1868
New York,Union,1869
South Carolina,Democrat,1864
South Carolina,Democrat,1865
Nevada,Republican,1864
Nevada,Republican,1865
Nevada,Republican,1866
Nevada,Republican,1867
Nevada,Republican,1868
Nevada,Republican,1869
Nevada,Republican,1870
Nevada,Republican,1871
Nevada,Republican,1864
Arkansas,Republican,1864
Arkansas,Republican,1865
Arkansas,Republican,1866
Arkansas,Republican,1867
Arkansas,Republican,1868
Louisiana,Republican,1864
Louisiana,Republican,1865
Missouri,Union,1864
Missouri,Union,1865
Louisiana,Democratic,1864
Louisiana,Democratic,1865
Iowa,republican,1864
Iowa,republican,1865
Iowa,republican,1866
Iowa,republican,1867
Iowa,republican,1868
Minnesota,Republican,1864
Minnesota,Republican,1865
Minnesota,Republican,1866
Ohio,Union,1864
Ohio,Union,1865
Maine,Republican,1864
Maine,Republican,1865
Maine,Republican,1866
Maine,Republican,1867
Wisconsin,Republican,1864
Wisconsin,Republican,1865
Wisconsin,Republican,1866
Virginia,Democrat,1864
Virginia,Democrat,1865
Virginia,Democrat,1846
Virginia,Democrat,1847
Virginia,Democrat,1848
Virginia,Democrat,1849
California,Union,1863
California,Union,1864
California,Union,1865
California,Union,1866
California,Union,1867
Alabama,Whig,1863
Alabama,Whig,1864
Alabama,Whig,1865
Mississippi,Democratic,1863
Mississippi,Democratic,1864
Mississippi,Democratic,1865
Texas,Democrat,1863
Texas,Democrat,1864
Texas,Democrat,1865
Vermont,Republican,1863
Vermont,Republican,1864
Vermont,Republican,1865
Kentucky,Democratic,1863
Kentucky,Democratic,1864
Kentucky,Democratic,1865
Kentucky,Democratic,1866
Kentucky,Democratic,1867
Minnesota,Republican,1863
Minnesota,Republican,1864
West Virginia,Unionist (Republican),1863
West Virginia,Unionist (Republican),1864
West Virginia,Unionist (Republican),1865
West Virginia,Unionist (Republican),1866
West Virginia,Unionist (Republican),1867
West Virginia,Unionist (Republican),1868
West Virginia,Unionist (Republican),1869
New Hampshire,Republican,1863
New Hampshire,Republican,1864
New Hampshire,Republican,1865
Rhode Island,Republican,1863
Rhode Island,Republican,1864
Rhode Island,Republican,1865
Rhode Island,Republican,1866
Rhode Island,Democrat,1863
Delaware,Union,1863
Delaware,Union,1864
Delaware,Union,1865
Kansas,Republican,1863
Kansas,Republican,1864
Kansas,Republican,1865
Maine,Republican,1863
Maine,Republican,1864
New York,Democratic,1863
New York,Democratic,1864
New York,Democratic,1865
New York,Democratic,1853
New York,Democratic,1854
New York,Democratic,1855
Tennessee,Democrat,1863
Arkansas,Democrat,1862
Arkansas,Democrat,1863
Arkansas,Democrat,1864
South Carolina,Democrat,1862
South Carolina,Democrat,1863
South Carolina,Democrat,1864
Oregon,Republican,1862
Oregon,Republican,1863
Oregon,Republican,1864
Oregon,Republican,1865
Oregon,Republican,1866
Kentucky,Democratic,1862
Kentucky,Democratic,1863
Louisiana,Federal Military Rule,1862
Louisiana,Federal Military Rule,1863
Louisiana,Federal Military Rule,1864
Wisconsin,Republican,1862
Wisconsin,Republican,1863
Wisconsin,Republican,1864
Tennessee,Democrat,1862
Tennessee,Democrat,1863
Tennessee,Democrat,1864
Tennessee,Democrat,1865
Tennessee,Democrat,1853
Tennessee,Democrat,1854
Tennessee,Democrat,1855
Tennessee,Democrat,1856
Tennessee,Democrat,1857
California,Republican,1862
California,Republican,1863
Maryland,Whig; Unionist; Democrat,1862
Maryland,Whig; Unionist; Democrat,1863
Maryland,Whig; Unionist; Democrat,1864
Maryland,Whig; Unionist; Democrat,1865
Maryland,Whig; Unionist; Democrat,1866
Wisconsin,Republican,1862
Ohio,Union,1862
Ohio,Union,1863
Ohio,Union,1864
Alabama,Democrat,1861
Alabama,Democrat,1862
Alabama,Democrat,1863
Texas,Democrat,1861
Texas,Democrat,1862
Texas,Democrat,1863
Vermont,Republican,1861
Vermont,Republican,1862
Vermont,Republican,1863
Florida,Democrat,1861
Florida,Democrat,1862
Florida,Democrat,1863
Florida,Democrat,1864
Florida,Democrat,1865
North Carolina,Democratic,1861
North Carolina,Democratic,1862
Missouri,Union,1861
Missouri,Union,1862
Missouri,Union,1863
Missouri,Union,1864
New Hampshire,,1861
New Hampshire,,1862
New Hampshire,,1863
Texas,Democrat,1861
Kansas,Republican,1861
Kansas,Republican,1862
Kansas,Republican,1863
Indiana,Republican,1861
Indiana,Republican,1862
Indiana,Republican,1863
Indiana,Republican,1864
Indiana,Republican,1865
Indiana,Republican,1866
Indiana,Republican,1867
Pennsylvania,Republican (People's Party),1861
Pennsylvania,Republican (People's Party),1862
Pennsylvania,Republican (People's Party),1863
Pennsylvania,Republican (People's Party),1864
Pennsylvania,Republican (People's Party),1865
Pennsylvania,Republican (People's Party),1866
Pennsylvania,Republican (People's Party),1867
Indiana,Republican,1861
Illinois,Republican,1861
Illinois,Republican,1862
Illinois,Republican,1863
Illinois,Republican,1864
Illinois,Republican,1865
Missouri,Democratic,1861
Massachusetts,"Whig, Republican",1861
Massachusetts,"Whig, Republican",1862
Massachusetts,"Whig, Republican",1863
Massachusetts,"Whig, Republican",1864
Massachusetts,"Whig, Republican",1865
Massachusetts,"Whig, Republican",1866
Maine,Republican,1861
Maine,Republican,1862
Maine,Republican,1863
Michigan,Republican,1861
Michigan,Republican,1862
Michigan,Republican,1863
Michigan,Republican,1864
Michigan,Republican,1865
South Carolina,,1860
South Carolina,,1861
South Carolina,,1862
Arkansas,Democrat,1860
Arkansas,Democrat,1861
Arkansas,Democrat,1862
Vermont,Whig (first term); Republican (second term),1860
Vermont,Whig (first term); Republican (second term),1861
Vermont,Whig (first term); Republican (second term),1852
Vermont,Whig (first term); Republican (second term),1853
Indiana,Democrat,1860
Indiana,Democrat,1861
Rhode Island,Republican,1860
Rhode Island,Republican,1861
Rhode Island,Republican,1862
Rhode Island,Republican,1863
Illinois,Republican,1860
Illinois,Republican,1861
Louisiana,Democratic,1860
Louisiana,Democratic,1861
Louisiana,Democratic,1862
Louisiana,Democratic,1863
Louisiana,Democratic,1864
New Jersey,Republican,1860
New Jersey,Republican,1861
New Jersey,Republican,1862
New Jersey,Republican,1863
California,Democrat,1860
California,Democrat,1861
California,Democrat,1862
California,Democrat,1860
Ohio,Republican,1860
Ohio,Republican,1861
Ohio,Republican,1862
Minnesota,Republican,1860
Minnesota,Republican,1861
Minnesota,Republican,1862
Minnesota,Republican,1863
Virginia,Democrat,1860
Virginia,Democrat,1861
Virginia,Democrat,1862
Virginia,Democrat,1863
Virginia,Democrat,1864
Texas,Union Democrat,1859
Texas,Union Democrat,1860
Texas,Union Democrat,1861
Kentucky,Democratic,1859
Kentucky,Democratic,1860
Kentucky,Democratic,1861
Kentucky,Democratic,1862
New Hampshire,Republican,1859
New Hampshire,Republican,1860
New Hampshire,Republican,1861
Rhode Island,Republican,1859
Rhode Island,Republican,1860
Oregon,Democrat,1859
Oregon,Democrat,1860
Oregon,Democrat,1861
Oregon,Democrat,1862
Delaware,Democrat,1859
Delaware,Democrat,1860
Delaware,Democrat,1861
Delaware,Democrat,1862
Delaware,Democrat,1863
Michigan,Republican,1859
Michigan,Republican,1860
Michigan,Republican,1861
New York,Republican,1859
New York,Republican,1860
New York,Republican,1861
New York,Republican,1862
New York,Republican,1863
North Carolina,Democratic,1859
North Carolina,Democratic,1860
North Carolina,Democratic,1861
South Carolina,Democrat,1858
South Carolina,Democrat,1859
South Carolina,Democrat,1860
Vermont,Republican,1858
Vermont,Republican,1859
Vermont,Republican,1860
Minnesota,Democratic,1858
Minnesota,Democratic,1859
Minnesota,Democratic,1860
Connecticut,Republican,1858
Connecticut,Republican,1859
Connecticut,Republican,1860
Connecticut,Republican,1861
Connecticut,Republican,1862
Connecticut,Republican,1863
Connecticut,Republican,1864
Connecticut,Republican,1865
Connecticut,Republican,1866
Pennsylvania,Democrat,1858
Pennsylvania,Democrat,1859
Pennsylvania,Democrat,1860
Pennsylvania,Democrat,1861
Maryland,Whig; Democrat; American; Constitutional Unionist; Republican,1858
Maryland,Whig; Democrat; American; Constitutional Unionist; Republican,1859
Maryland,Whig; Democrat; American; Constitutional Unionist; Republican,1860
Maryland,Whig; Democrat; American; Constitutional Unionist; Republican,1861
Maryland,Whig; Democrat; American; Constitutional Unionist; Republican,1862
Iowa,republican,1858
Iowa,republican,1859
Iowa,republican,1860
California,Democrat,1858
California,Democrat,1859
California,Democrat,1860
Maine,Republican,1858
Maine,Republican,1859
Maine,Republican,1860
Maine,Republican,1861
Massachusetts,Republican,1858
Massachusetts,Republican,1859
Massachusetts,Republican,1860
Massachusetts,Republican,1861
Wisconsin,Republican,1858
Wisconsin,Republican,1859
Wisconsin,Republican,1860
Wisconsin,Republican,1861
Wisconsin,Republican,1862
Texas,Democrat,1857
Texas,Democrat,1858
Texas,Democrat,1859
Alabama,Democrat,1857
Alabama,Democrat,1858
Alabama,Democrat,1859
Alabama,Democrat,1860
Alabama,Democrat,1861
Mississippi,Democratic,1857
Mississippi,Democratic,1858
Mississippi,Democratic,1859
Georgia,Democrat,1857
Georgia,Democrat,1858
Georgia,Democrat,1859
Georgia,Democrat,1860
Georgia,Democrat,1861
Georgia,Democrat,1862
Georgia,Democrat,1863
Georgia,Democrat,1864
Georgia,Democrat,1865
Tennessee,Democrat,1857
Tennessee,Democrat,1858
Tennessee,Democrat,1859
Tennessee,Democrat,1860
Tennessee,Democrat,1861
Tennessee,Democrat,1862
Missouri,Democratic,1857
Missouri,Democratic,1858
Missouri,Democratic,1859
Missouri,Democratic,1860
Missouri,Democratic,1861
Florida,Democrat,1857
Florida,Democrat,1858
Florida,Democrat,1859
Florida,Democrat,1860
Florida,Democrat,1861
New Hampshire,Republican,1857
New Hampshire,Republican,1858
New Hampshire,Republican,1859
Rhode Island,Republican,1857
Rhode Island,Republican,1858
Rhode Island,Republican,1859
Connecticut,Whig,1857
Connecticut,Whig,1858
Missouri,Democratic,1857
Maine,Republican,1857
Maine,Republican,1858
New Jersey,Republican,1857
New Jersey,Republican,1858
New Jersey,Republican,1859
New Jersey,Republican,1860
Indiana,Democrat,1857
Indiana,Democrat,1858
Indiana,Democrat,1859
Indiana,Democrat,1860
Illinois,"Republican, Democrat",1857
Illinois,"Republican, Democrat",1858
Illinois,"Republican, Democrat",1859
Illinois,"Republican, Democrat",1860
Maine,Republican,1857
Missouri,Democratic,1857
New York,Republican,1857
New York,Republican,1858
New York,Republican,1859
South Carolina,Democrat,1856
South Carolina,Democrat,1857
South Carolina,Democrat,1858
Vermont,Republican,1856
Vermont,Republican,1857
Vermont,Republican,1858
Wisconsin,Republican,1856
Wisconsin,Republican,1857
Wisconsin,Republican,1858
Wisconsin,Democrat,1856
Louisiana,Democratic,1856
Louisiana,Democratic,1857
Louisiana,Democratic,1858
Louisiana,Democratic,1859
Louisiana,Democratic,1860
Ohio,Republican,1856
Ohio,Republican,1857
Ohio,Republican,1858
Ohio,Republican,1859
Ohio,Republican,1860
California,American (Know-Nothing),1856
California,American (Know-Nothing),1857
California,American (Know-Nothing),1858
Maine,Democrat,1856
Maine,Democrat,1857
Virginia,Democrat,1856
Virginia,Democrat,1857
Virginia,Democrat,1858
Virginia,Democrat,1859
Virginia,Democrat,1860
Kentucky,American,1855
Kentucky,American,1856
Kentucky,American,1857
Kentucky,American,1858
Kentucky,American,1859
New Hampshire,Know-Nothing,1855
New Hampshire,Know-Nothing,1856
New Hampshire,Know-Nothing,1857
Connecticut,American,1855
Connecticut,American,1856
Connecticut,American,1857
Pennsylvania,Whig; Republican,1855
Pennsylvania,Whig; Republican,1856
Pennsylvania,Whig; Republican,1857
Pennsylvania,Whig; Republican,1858
Delaware,Whig,1855
Delaware,Whig,1856
Delaware,Whig,1857
Delaware,Whig,1858
Delaware,Whig,1859
Massachusetts,American (Know-Nothing),1855
Massachusetts,American (Know-Nothing),1856
Massachusetts,American (Know-Nothing),1857
Massachusetts,American (Know-Nothing),1858
Maine,Republican,1855
Maine,Republican,1856
Michigan,Republican,1855
Michigan,Republican,1856
Michigan,Republican,1857
Michigan,Republican,1858
Michigan,Republican,1859
New York,Republican,1855
New York,Republican,1856
New York,Republican,1857
North Carolina,Democratic,1855
North Carolina,Democratic,1856
North Carolina,Democratic,1857
North Carolina,Democratic,1858
North Carolina,Democratic,1859
Iowa,Whig,1854
Iowa,Whig,1855
Iowa,Whig,1856
Iowa,Whig,1857
Iowa,Whig,1858
North Carolina,Democratic,1854
North Carolina,Democratic,1855
South Carolina,Democrat,1854
South Carolina,Democrat,1855
South Carolina,Democrat,1856
Vermont,Whig (first term); Republican (second term),1854
Vermont,Whig (first term); Republican (second term),1855
Vermont,Whig (first term); Republican (second term),1856
New Hampshire,Democratic,1854
New Hampshire,Democratic,1855
Connecticut,Whig,1854
Connecticut,Whig,1855
Rhode Island,AP,1854
Rhode Island,AP,1855
Rhode Island,AP,1856
Rhode Island,AP,1857
Rhode Island,AP,1858
Rhode Island,AP,1859
Rhode Island,AP,1860
Rhode Island,AP,1861
Rhode Island,AP,1862
Rhode Island,AP,1863
Rhode Island,AP,1864
Rhode Island,AP,1865
Rhode Island,AP,1866
Rhode Island,AP,1867
Rhode Island,AP,1868
Rhode Island,AP,1869
Rhode Island,AP,1870
Rhode Island,AP,1871
Rhode Island,AP,1872
Rhode Island,AP,1873
Rhode Island,AP,1874
Rhode Island,AP,1875
Rhode Island,AP,1876
Rhode Island,AP,1877
Rhode Island,AP,1878
Rhode Island,AP,1879
Rhode Island,AP,1880
New Jersey,Democratic,1854
New Jersey,Democratic,1855
New Jersey,Democratic,1856
New Jersey,Democratic,1857
Massachusetts,Whig,1854
Massachusetts,Whig,1855
Maryland,Democrat,1854
Maryland,Democrat,1855
Maryland,Democrat,1856
Maryland,Democrat,1857
Maryland,Democrat,1858
Mississippi,Democratic,1854
Mississippi,Democratic,1855
Mississippi,Democratic,1856
Mississippi,Democratic,1857
Mississippi,Democratic,1854
Wisconsin,Democratic,1854
Wisconsin,Democratic,1855
Wisconsin,Democratic,1856
Alabama,Democrat,1853
Alabama,Democrat,1854
Alabama,Democrat,1855
Alabama,Democrat,1856
Alabama,Democrat,1857
Georgia,Democrat,1853
Georgia,Democrat,1854
Georgia,Democrat,1855
Georgia,Democrat,1856
Georgia,Democrat,1857
Connecticut,Democrat,1853
Connecticut,Democrat,1854
Florida,Democrat,1853
Florida,Democrat,1854
Florida,Democrat,1855
Florida,Democrat,1856
Florida,Democrat,1857
Vermont,Democrat,1853
Vermont,Democrat,1854
Rhode Island,,1853
Rhode Island,,1854
Ohio,Democratic,1853
Ohio,Democratic,1854
Ohio,Democratic,1855
Ohio,Democratic,1856
Michigan,Democratic,1853
Michigan,Democratic,1854
Michigan,Democratic,1855
Louisiana,Democratic,1853
Louisiana,Democratic,1854
Louisiana,Democratic,1855
Louisiana,Democratic,1856
Massachusetts,Whig,1853
Massachusetts,Whig,1854
Illinois,Democrat,1853
Illinois,Democrat,1854
Illinois,Democrat,1855
Illinois,Democrat,1856
Illinois,Democrat,1857
Maine,Whig,1853
Maine,Whig,1854
Maine,Whig,1855
Missouri,Democratic,1853
Missouri,Democratic,1854
Missouri,Democratic,1855
Missouri,Democratic,1856
Missouri,Democratic,1857
South Carolina,Democrat,1852
South Carolina,Democrat,1853
South Carolina,Democrat,1854
Arkansas,Democrat,1852
Arkansas,Democrat,1853
Arkansas,Democrat,1854
Arkansas,Democrat,1855
Arkansas,Democrat,1856
Arkansas,Democrat,1857
Arkansas,Democrat,1858
Arkansas,Democrat,1859
Arkansas,Democrat,1860
New Hampshire,Democratic,1852
New Hampshire,Democratic,1853
New Hampshire,Democratic,1854
Pennsylvania,Democrat,1852
Pennsylvania,Democrat,1853
Pennsylvania,Democrat,1854
Pennsylvania,Democrat,1855
Mississippi,Union-Democratic,1852
Mississippi,Union-Democratic,1853
Mississippi,Union-Democratic,1854
California,Democrat,1852
California,Democrat,1853
California,Democrat,1854
California,Democrat,1855
California,Democrat,1856
Wisconsin,Whig,1852
Wisconsin,Whig,1853
Wisconsin,Whig,1854
Michigan,Democratic,1852
Michigan,Democratic,1853
Virginia,Democrat,1852
Virginia,Democrat,1853
Virginia,Democrat,1854
Virginia,Democrat,1855
Virginia,Democrat,1856
Mississippi,Democratic,1851
Mississippi,Democratic,1852
Georgia,Union Democrat,1851
Georgia,Union Democrat,1852
Georgia,Union Democrat,1853
Tennessee,Whig,1851
Tennessee,Whig,1852
Tennessee,Whig,1853
Kentucky,Democrat,1851
Kentucky,Democrat,1852
Kentucky,Democrat,1853
Kentucky,Democrat,1854
Kentucky,Democrat,1855
Rhode Island,DFS,1851
Rhode Island,DFS,1852
Rhode Island,DFS,1853
Mississippi,Democratic,1851
New Jersey,Democratic,1851
New Jersey,Democratic,1852
New Jersey,Democratic,1853
New Jersey,Democratic,1854
Delaware,Democrat,1851
Delaware,Democrat,1852
Delaware,Democrat,1853
Delaware,Democrat,1854
Delaware,Democrat,1855
Massachusetts,Republican,1851
Massachusetts,Republican,1852
Massachusetts,Republican,1853
California,Independent Democrat,1851
California,Independent Democrat,1852
Maryland,Democrat,1851
Maryland,Democrat,1852
Maryland,Democrat,1853
Maryland,Democrat,1854
New York,Democratic,1851
New York,Democratic,1852
New York,Democratic,1853
North Carolina,Democratic,1851
North Carolina,Democratic,1852
North Carolina,Democratic,1853
North Carolina,Democratic,1854
South Carolina,Democrat,1850
South Carolina,Democrat,1851
South Carolina,Democrat,1852
Ohio,Democratic,1850
Ohio,Democratic,1851
Ohio,Democratic,1852
Ohio,Democratic,1853
Iowa,democrat,1850
Iowa,democrat,1851
Iowa,democrat,1852
Iowa,democrat,1853
Iowa,democrat,1854
Vermont,Whig,1850
Vermont,Whig,1851
Vermont,Whig,1852
Connecticut,Democrat,1850
Connecticut,Democrat,1851
Connecticut,Democrat,1852
Connecticut,Democrat,1853
Maine,Democrat,1850
Maine,Democrat,1851
Maine,Democrat,1852
Maine,Democrat,1853
Louisiana,Democratic,1850
Louisiana,Democratic,1851
Louisiana,Democratic,1852
Louisiana,Democratic,1853
Michigan,Democratic,1850
Michigan,Democratic,1851
Michigan,Democratic,1852
Michigan,Democratic,1842
Michigan,Democratic,1843
Michigan,Democratic,1844
Michigan,Democratic,1845
Michigan,Democratic,1846
Texas,Democrat,1849
Texas,Democrat,1850
Texas,Democrat,1851
Texas,Democrat,1852
Texas,Democrat,1853
California,Independent Democrat,1849
California,Independent Democrat,1850
California,Independent Democrat,1851
Alabama,Democrat,1849
Alabama,Democrat,1850
Alabama,Democrat,1851
Alabama,Democrat,1852
Alabama,Democrat,1853
Indiana,Democrat,1849
Indiana,Democrat,1850
Indiana,Democrat,1851
Indiana,Democrat,1852
Indiana,Democrat,1853
Indiana,Democrat,1854
Indiana,Democrat,1855
Indiana,Democrat,1856
Indiana,Democrat,1857
Mississippi,Democratic,1849
Mississippi,Democratic,1850
Mississippi,Democratic,1851
Mississippi,Democratic,1835
Mississippi,Democratic,1836
Tennessee,Democrat,1849
Tennessee,Democrat,1850
Tennessee,Democrat,1851
Florida,Whig,1849
Florida,Whig,1850
Florida,Whig,1851
Florida,Whig,1852
Florida,Whig,1853
New Hampshire,Democratic,1849
New Hampshire,Democratic,1850
New Hampshire,Democratic,1851
New Hampshire,Democratic,1852
Connecticut,Whig,1849
Connecticut,Whig,1850
Rhode Island,Whig,1849
Rhode Island,Whig,1850
Rhode Island,Whig,1851
Arkansas,Democrat,1849
Arkansas,Democrat,1850
Arkansas,Democrat,1851
Arkansas,Democrat,1852
Ohio,Whig,1849
Ohio,Whig,1850
Arkansas,Democrat,1849
New York,Whig,1849
New York,Whig,1850
New York,Whig,1851
North Carolina,Whig,1849
North Carolina,Whig,1850
Virginia,Democrat,1848
Virginia,Democrat,1849
Virginia,Democrat,1850
Virginia,Democrat,1851
Indiana,Democrat,1848
Indiana,Democrat,1849
South Carolina,Democrat,1848
South Carolina,Democrat,1849
South Carolina,Democrat,1850
Missouri,Democratic,1848
Missouri,Democratic,1849
Missouri,Democratic,1850
Missouri,Democratic,1851
Missouri,Democratic,1852
Missouri,Democratic,1853
Vermont,Whig,1848
Vermont,Whig,1849
Vermont,Whig,1850
Kentucky,Whig,1848
Kentucky,Whig,1849
Kentucky,Whig,1850
Pennsylvania,Whig,1848
Pennsylvania,Whig,1849
Pennsylvania,Whig,1850
Pennsylvania,Whig,1851
Pennsylvania,Whig,1852
Mississippi,Democratic,1848
Mississippi,Democratic,1849
Mississippi,Democratic,1850
Wisconsin,Democrat,1848
Wisconsin,Democrat,1849
Wisconsin,Democrat,1850
